drug_cui|name
C5227826|econazole, combinations
C0034283|pyrimethamine
C3652447|haemophilus influenzae B, combinations with pertussis and toxoids
C5238098|peginterferon alfacon-2
C3536876|Levomethadyl Acetate
C0062092|halazepam
C0950191|cetrimide
C3652862|ketoprofen, combinations
C5418176|mobocertinib
C0965129|rosuvastatin
C0082646|gadodiamide
C5783049|covid-19, inactivated virus
C0300205|ulipristal
C0286185|mibefradil
C3652855|lorazepam, combinations
C0071972|cilastatin / imipenem
C3530172|Vintafolide
C0071957|prethcamide
C0009071|clothiapine
C4759126|ambrisentan and tadalafil
C0286263|linopirdine
C0021219|indigo carmine
C0259507|danaparoid
C3653233|phenprobamate, combinations with psycholeptics
C5433281|casirivimab / imdevimab
C0772319|unoprostone
C3652796|clofenamide and potassium
C0016267|floxacillin
C3653172|bietaserpine, combinations
C3652663|Digitalis antitoxin
C0028369|norgestrienone
C0106556|bismuth subcitrate
C0030969|perazine
C3653216|zinc bandage with supplements
C0052944|bambuterol
C3652801|chloroprednisone and antiinfectives
C3652533|glucosaminoglycan polysulfate
C3652451|simvastatin and acetylsalicylic acid
C0010303|creosote
C0076660|tibolone
C0025644|methimazole
C3652655|diphtheria-hepatitis B-pertussis-tetanus
C0025859|metoprolol
C4043480|tenapanor
C0040193|ticarcillin
C0007541|cefamandole
C5783050|covid-19, protein subunit
C3653171|bifonazole, combinations
C1276807|budesonide / formoterol
C0209499|remikiren
C4542192|cefotaxime and beta-lactamase inhibitor
C0010581|cyclopenthiazide
C5577415|tilbroquinol and tiliquinol
C4724800|tisotumab vedotin
C0121780|hidrosmin
C0057362|demegestone
C3652721|polythiazide and potassium
C1434792|ibalizumab
C0903898|nateglinide
C0175022|pazufloxacin
C3653218|theophylline, combinations with psycholeptics
C3652760|hydrochlorothiazide and potassium
C1744278|fluorocholine
C3653196|pethidine, combinations excl. psycholeptics
C0216660|zanamivir
C0893383|gallium 67 citrate
C3539965|Local hemostatic combinations
C0914297|oblimersen
C0600370|methacholine
C3652671|trimethyldiphenylpropylamine
C0058415|dipivefrin
C0069709|oxaflozane
C4726970|volanesorsen
C0044923|gemeprost
C3652838|rutoside, combinations
C0005301|betahistine
C0019217|heptabarbital
C3539181|Short-acting sulfonamide combinations
C3653150|dihydroergotamine, combinations
C3652581|technetium (99mTc) human immunoglobulin
C4086895|tazemetostat
C0028355|norethandrolone
C3653109|hydroxyethylpromethazine, combinations
C0050339|seratrodast
C0771913|ferrous aspartate
C0082944|hydrocortisone aceponate
C0137988|aluminum potassium sulfate
C4724849|lazertinib
C5783055|doxazosin and finasteride
C5139756|parsaclisib
C0015888|ferrous ascorbate
C0038803|sulpiride
C5400117|efavirenz / emtricitabine / tenofovir disoproxil
C0039865|thiethylperazine
C3652443|zinc bandage without supplements
C3652892|levodopa, decarboxylase inhibitor and COMT inhibitor
C0033621|protein C
C0068673|niaprazine
C0016293|flumazenil
C3540029|various other anti-acne preparation combinations for topical use in ATC
C0016016|plasmin
C3652726|parathyroid gland extract
C0065760|mazaticol
C4271581|nebivolol / valsartan
C3652979|epinephrine and other drugs for obstructive airway diseases
C2079437|ethambutol / isoniazid
C0040207|ticlopidine
C0058263|dimethyldodecylbenzylammonium
C0070517|phanquinone
C0055578|oxtriphylline
C0008163|chlorambucil
C3652793|cough suppressants and expectorants
C0162680|technetium Tc 99m sestamibi
C3653175|benziodarone, combinations
C4759133|leuprorelin and bicalutamide
C0058517|dixanthogen
C0392426|dimethoxanate
C0533545|gemifloxacin
C0030817|penicillamine
C0115510|edoxudine
C0025039|meclizine
C0163082|cyclopentamine
C5227840|rosuvastatin and fimasartan
C0074393|sertraline
C0032910|prazepam
C4542178|tetracaine, combinations
C0054207|buflomedil
C3273487|Leucovorin Sodium
C3653182|alverine, combinations
C0053185|benziodarone
C0165603|atovaquone
C3652946|(2-benzhydryloxyethyl)diethyl-methylammonium iodide
C0054015|nesiritide
C0078622|xibornol
C0012022|diazoxide
C3653134|combinations of imidazole derivatives
C3652948|metoprolol and thiazides
C5418179|belumosudil
C3652799|chlortalidone and potassium
C1365976|Quassia amara wood extract
C1100674|technetium Tc 99m depreotide
C3652527|yttrium (90Y) citrate colloid
C3883388|atazanavir / cobicistat
C0031507|phenytoin
C0028116|nisoldipine
C0286079|cidofovir
C3652505|meningococcus A,C, bivalent purified polysaccharides antigen
C0060157|fencamfamine
C0044401|carmofur
C0077375|trofosfamide
C3540030|other cough suppressant combinations in ATC
C3653146|diprophylline, combinations
C4282509|naltrexone / oxycodone
C0062986|cefpirome
C0060304|fexinidazole
C0628458|histapyrrodine
C0055738|eucalyptol
C5449032|dexmethylphenidate / serdexmethylphenidate
C0108101|calcium citrate
C0075628|sulprostone
C2929237|sulfadiazine / tetroxoprim
C0008275|chlorotrianisene
C0070217|penamecillin
C0069758|oxethazaine
C0005640|dicumarol
C1874716|CARBOHYDRATE/ELECTROLYTES
C3539964|local opthalmologic anesthetic combinations
C3652853|mebendazole, combinations
C3653011|oxprenolol and other diuretics
C0004609|baclofen
C0216278|tinzaparin
C0055723|cilazapril
C0032105|Plasma
C0129044|moxaverine
C0031495|phenylpropanolamine
C0541155|colesevelam
C0079015|benzethonium chloride
C1961852|somatorelin
C0054483|calcium silicate
C0076648|tiadenol
C0032032|pivampicillin
C1531015|pegaptanib
C5226639|mitapivat
C3652878|ergoloid mesylates, combinations
C0006881|canrenoate potassium
C4535599|ertugliflozin / metformin
C0061330|glisoxepide
C1608295|articaine
C0037512|gold sodium thiosulfate
C0058961|efloxate
C0012289|dihydroergocristine
C3653022|veratrum and diuretics
C0005011|benorilate
C3653021|acetylsalicylic acid and corticosteroids
C0053336|beraprost
C3700407|dienogest and ethinylestradiol
C0039512|teniposide
C3652868|fluticasone, combinations
C3652450|iodocholesterol (131I)
C0038693|sulfamethoxypyridazine
C0053882|cefprozil
C0215717|parnaparin
C0007552|cefoperazone
C0057916|dienogest
C0021251|Indoprofen
C3661315|rucaparib
C0085379|muromonab-CD3
C3653101|cimetidine, combinations
C0663351|metahexamide
C3652863|glycobiarsol, combinations
C3653245|measles, combinations with rubella, live attenuated
C5227844|AMOXICILLIN/CLARITHROMYCIN/VONOPRAZAN
C0056849|cypermethrin
C1120110|aliskiren
C0077981|valethamate
C3871439|montelukast, combinations
C3652629|imipramine oxide
C0063746|iocarmic acid
C0008806|cinoxacin
C0107497|butenafine
C0052865|bacampicillin
C0050066|cloricromen
C0076115|terconazole
C0015025|ethisterone
C1138235|xaliproden
C0939237|lopinavir / ritonavir
C0048045|4-aminomethylbenzoic acid
C0085170|astemizole
C0072171|propentofylline
C1565750|sitagliptin
C0733397|masoprocol
C3653027|nifedipine and diuretics
C3652904|betamethasone and antiseptics
C0011145|deferoxamine
C3492889|ipragliflozin
C4705101|lascufloxacin
C0054306|butylvinal
C1831854|catumaxomab
C0873118|levobupivacaine
C3652652|indium (111In) tropolonate labelled cells
C2927898|sulfamerazine / trimethoprim
C2194201|multivitamins and calcium
C3653271|antibiotics in combination with other drugs
C0052657|attapulgite
C5227839|rosuvastatin and fenofibrate
C3652604|tiocarlide
C3652699|dibromotyrosine
C0147942|diatrizoic acid
C0066477|metylperon
C4277781|deutetrabenazine
C3652932|pyronaridine and artesunate drug combination
C0963839|Lasofoxifene
C3652543|sodium levofolinate
C1962523|amlodipine / valsartan
C0068774|nimetazepam
C4724814|Pegzilarginase
C0525082|linsidomine
C3711911|plecanatide
C3700388|vilanterol and umeclidinium bromide
C4519118|Polmacoxib
C0023665|lidoflazine
C0039955|thiothixene
C3652626|technetium (99mTc) galtifenin
C3540799|flower allergenic extracts
C3871440|mifepristone, combinations
C3652960|immunoglobulins, normal human, for intravascular adm.
C0025029|mecamylamine
C3535926|alogliptin / metformin
C0003009|angiotensin II
C0053217|benzoctamine
C1871526|raltegravir
C0085154|nizatidine
C3652679|methylpropylpropanediol dinitrate
C0206816|diloxanide
C0038665|sulbactam
C3652998|atropine and psycholeptics
C3541397|oil ingredients
C0041236|trypsin
C0005013|benperidol
C0025659|methocarbamol
C3652576|tuberculosis, live attenuated
C0069454|olsalazine
C3653186|aciclovir, combinations
C0085272|leuprolide
C2607479|albiglutide
C0007550|cefmetazole
C3871456|ciprofloxacin and tinidazole
C3652653|indium (111In) oxinate labelled cells
C4080453|elbasvir / grazoprevir
C0011817|dextromoramide
C0031862|vitamin K1
C0301366|ecothiopate
C3653044|candesartan and diuretics
C0020223|hydralazine
C0058202|dimethisoquin
C0037355|smallpox vaccine
C0025810|methylphenidate
C5432204|atorvastatin, amlodipine and ramipril
C0717871|isoniazid / pyrazinamide / rifampin
C0043983|1,4-benzoquinone guanylhydrazone thiosemicarbazone
C0030095|oxytocin
C0077995|valnoctamide
C0012271|dihydralazine
C3653236|pethidine, combinations with psycholeptics
C0051482|alfaxalone
C3652614|pilocarpine, combinations
C0537147|tegaserod
C0283828|didecyldimethylammonium chloride
C1096768|meglumine antimoniate
C0121902|histrelin
C0071324|poldine
C0068897|tiagabine
C4542174|ramipril, amlodipine and hydrochlorothiazide
C3652768|etynodiol and ethinylestradiol
C2928411|felodipine / metoprolol
C3652869|fluorouracil, combinations
C0058782|DTPP vaccine
C0009025|clopamide
C0766108|clevidipine
C0245179|tirilazad
C3467876|dabrafenib
C0674428|efavirenz
C3652485|meningococcus B, outer membrane vesicle vaccine
C1145610|cellulose sodium phosphate
C3653248|measles, combinations with mumps and rubella, live attenuated
C0123091|quetiapine
C0672596|palivizumab
C3652465|Interferon
C3652717|progesterone and estrogen
C0007072|glucarpidase
C0936150|artemether / lumefantrine
C4522081|cytarabine / daunorubicin
C3652849|mephenytoin, combinations
C3652997|butizide and potassium-sparing agents
C0008294|chlorthalidone
C3896829|axicabtagene ciloleucel
C3652512|gelatin agents
C2604635|mipomersen
C0143993|sufentanil
C3653035|guanethidine and diuretics
C1172637|abetimus
C3652488|typhoid, inactivated, whole cell
C0078595|xamoterol
C0529351|darifenacin
C3653081|undecylenic acid, combinations
C0038683|sulfalene
C0301304|phenylmercuric nitrate
C3653080|isoniazid, combinations
C0006834|Candicidin
C0982068|cerium oxalate
C0027355|Nalorphine
C1145759|atazanavir
C0002555|aminoglutethimide
C3653259|codeine, combinations with psycholeptics
C0062674|hexocyclium
C0033216|procainamide
C0059680|etamiphylline
C0055463|chloroxylenol
C0913469|pegvisomant
C0073372|rifapentine
C0028066|nifedipine
C1337242|cinacalcet
C5227829|formoterol and tiotropium bromide
C2001572|vernakalant
C1313052|tasimelteon
C3652895|fluocortolone and antiseptics
C1451341|vosaroxin
C0165032|imiquimod
C0612470|difemerine
C0175158|deserpidine
C0022026|iopamidol
C0886584|metyrosine
C3652771|enalapril and nitrendipine
C3475363|florbetapir F-18
C2827093|butylscopolamine
C0600823|ticlatone
C0054094|bromfenac
C0205996|pristinamycin
C3652773|emepronium and psycholeptics
C3871449|formoterol and aclidinium bromide
C0054422|cadralazine
C0016343|floxuridine
C0024977|mazindol
C0134499|oxitropium bromide
C1612882|etofylline nicotinate
C1507354|garenoxacin
C0033209|probenecid
C0002412|ambenonium
C3539954|topical antibiotic combinations
C0028128|nitric oxide
C0001050|acetyldigoxins
C3653009|bendroflumethiazide and potassium-sparing agents
C3652978|epitizide and potassium-sparing agents
C3653139|emetine, combinations
C3652883|ceftriaxone, combinations
C0054598|cannogenin thevetoside
C3652947|morphine and antispasmodics
C1701455|armodafinil
C5783048|covid-19, RNA-based vaccine
C0000981|acetazolamide
C0012471|dinoprost
C0022057|iprindole
C0016778|tegafur
C3486538|cobicistat / elvitegravir / emtricitabine / tenofovir disoproxil
C3653111|chlorphenoxamine, combinations
C0030830|penicillin G procaine
C0257928|ferumoxsil
C0058366|diphenadione
C0051908|anileridine
C0286224|vorozole
C3539978|expectorant combinations excluding combinations with cough suppressants
C4271578|sofosbuvir / velpatasvir
C0012258|digitoxin
C0082966|ibutilide
C0038432|streptozocin
C1527027|romidepsin
C4086010|betibeglogene autotemcel
C3653197|carisoprodol, combinations excl. psycholeptics
C0024547|malathion
C0068771|nilutamide
C3652749|lansoprazole, tetracycline and metronidazole
C0007716|cephalexin
C3652810|papaverine, combinations
C0032912|prazosin
C0245514|troglitazone
C0672663|vinflunine
C0071132|piretanide
C0006168|bretylium tosylate
C0142785|sodium acetate
C0072510|proparacaine
C0020823|ifosfamide
C3652484|iodine (131I) human albumin
C2001271|tapentadol
C0076030|Technetium Tc99m^ teboroxime
C0007537|cefaclor
C5783102|ferric oxide polymaltose complexes and folic acid
C0138305|prenoxdiazine
C0537670|oprelvekin
C0031447|phentermine
C2935023|vilanterol
C0102118|alendronate
C1532673|omega-3 acid ethyl esters (USP)
C1657003|polyethylene glycol 3350 with electrolytes
C2698371|bepotastine
C2939773|levomefolate
C1098320|olmesartan
C0795633|insulin isophane, human
C0006982|carbidopa
C0330722|Senna alexandrina
C1692318|docusate
C0027235|ipratropium
C0080356|valproate
C0024467|magnesium
C0032821|potassium
C0351302|sodium salts
C0040165|levothyroxine
C0022251|isosorbide
C0724672|polyethylene glycol 3350
C2722894|pancrelipase amylase
C0443469|pancreatic lipase
C2722896|pancrelipase protease
C1120952|norelgestromin
C0028368|norgestrel
C0302211|Magnesium salt
C0376261|lactate
C0040132|Thyroid Gland
C0724568|dextroamphetamine saccharate
C0724524|amphetamine aspartate
C1291212|azelate
C0054234|butalbital
C0041014|liothyronine
C0725616|citric acid, anhydrous
C3714801|Cyanocobalamin Drug Class
C0006675|calcium
C0068992|norgestimate
C0060507|fluocinolone
C2699757|aclidinium
C2825121|aloe vera leaf extract
C0051919|anisindione
C0003371|antilymphocyte immunoglobulin
C2316217|antithrombin alfa
C0724532|antithrombin III, human
C0297269|ardeparin
C0969589|arformoterol
C3255208|asparaginase Erwinia chrysanthemi
C1269691|Escherichia coli asparaginase
C0724511|BCG, live, Tice strain
C0301370|belladonna extract, USP
C4555905|benzhydrocodone
C0005096|benzphetamine
C0053245|benzthiazide
C1951481|bismuth subcitrate potassium
C0053790|bismuth subgallate
C0053792|bismuth subsalicylate
C0006051|botulinum toxin type B
C0054040|bretylium
C3848545|bromotheophylline
C0006464|butabarbital
C2699709|calaspargase pegol
C4292397|Calcium glubionate anhydrous
C0006700|calcium glycerophosphate
C0006837|Candida albicans
C0529572|capromab pendetide
C0006932|Capsicum
C0600175|carbamoylcholine
C5226860|cedazuridine
C0439963|chamomile extract
C0055617|chromic chloride
C0163657|chromium picolinate
C0982043|citrus bioflavonoids
C0055877|clidinium
C0770393|clorazepic acid
C5230959|Clostridium tetani toxoid antigen
C0009076|Clove
C2826078|coagulation factor X, human
C0009137|coal tar
C3855916|Coccidioides immitis spherule
C0206008|2-mercaptoethanesulfonic acid
C0009315|colistimethate
C0009975|copper gluconate
C3502191|copper oxodotreotide CU-64
C0453273|cranberry preparation
C0010286|creatine
C0756085|dalfopristin
C0011182|dehydrocholic acid
C0012004|diatrizoate
C4083129|ovine digoxin immune fab
C0281581|dinutuximab
C4256789|dotatate
C0058716|doxacurium
C0752270|Echinacea preparation
C2983900|edetate calcium disodium anhydrous
C1875875|edetate disodium, anhydrous
C5139717|elexacaftor
C0717752|estrogens, esterified (USP)
C0059668|estrone sulfate
C0015018|ethiodized oil
C4048712|factor IX complex
C0060179|fenofibric acid
C5233985|ferric derisomaltose
C0873006|ferrous sulfate,dried
C0246249|ferumoxides
C0060274|ferumoxytol
C0995001|flaxseed extract
C0733758|follicle stimulating hormone
C2349941|fosaprepitant
C2370726|fospropofol
C3486388|Frangula purshiana bark extract
C1433439|gadofosveset trisodium
C0982172|gallium chloride,Ga-67
C0061008|gallium nitrate
C0016904|gamma-aminobutyric acid
C0993630|Garlic
C0939895|ginger extract
C0330206|Ginkgo biloba
C1119918|ginseng preparation
C0717787|glatiramer
C0330270|Goldenseal
C0018312|guanabenz
C0061938|guanadrel
C0120446|guanidine
C1950837|hexaminolevulinate hydrochloride
C0019588|histamine
C4281720|cytomegalovirus immune globulin, human
C4082558|Rho(D) immune globulin, human
C0030140|p-hydroxyamphetamine
C0379199|ibandronate
C0877880|ibritumomab tiuxetan
C0000545|eicosapentaenoic acid
C1725176|indium In-111 oxyquinoline
C0304967|Indium (111-In) pentetate
C1621234|interferon alfa-n3
C0021741|interferon gamma-1b
C0021936|inulin
C0047506|3-iodobenzylguanidine
C3495673|iodide ion I-123
C2828294|iodide ion I-131
C4082438|Benzenepropanoic acid, 3-(((dimethylamino)methylene)amino)-2,4,6-triiodo-
C0302583|iron
C0022092|iron-dextran complex
C0063865|iron protein succinylate
C4018471|isavuconazonium
C0521083|Kava
C0023413|leucovorin
C0724614|levo-methamphetamine
C1171274|levobetaxolol
C2721771|levoleucovorin
C2825462|levomefolic acid
C0520472|levonordefrin
C0023586|levorphanol
C0772501|levalbuterol
C0086555|licorice
C0936106|liotrix
C4086001|lisocabtagene maraleucel
C0085217|lithium carbonate
C0126177|loteprednol etabonate
C3852684|lumacaftor
C0531104|lumefantrine
C0043328|lutein
C0717360|Lyme Disease Vaccine
C1509560|magnesium glycinate
C0024706|manganese
C1337345|mebrofenin
C0065879|megestrol acetate
C0025506|mestranol
C0163055|metaxalone
C0066411|methylnaltrexone
C0066465|metocurine
C0669247|microcrystalline cellulose
C0937640|milk thistle extract
C0066621|mivacurium
C3848524|monomethyl fumarate
C1700730|netupitant
C0028214|Nitrous Acid
C0028458|novobiocin
C4731450|Octasulfur
C0029309|orphenadrine
C0770343|pancrelipase
C1110619|papaya extract
C3864824|paritaprevir
C4045522|patiromer
C0030863|pentamidine
C0600296|pentosan polysulfate
C0937858|perflutren
C5828321|COVID-19 Vaccine Pfizer-BioNTech, Bivalent
C0070549|phendimetrazine
C0170531|4-phenylbutyric acid
C0070709|phenyltoloxamine
C0771269|picosulfuric acid
C0071102|pipecuronium
C0282327|Plantago seed
C0071751|potassium bicarbonate
C5448248|Prasterone enantate
C0033508|propylhexedrine
C0663812|pyrophosphoric acid
C0034410|quinestrol
C0756081|quinupristin
C0205758|racepinephrine
C0876716|rapacuronium
C0035609|rifamycins
C0209337|rocuronium
C0771607|saw palmetto extract
C0036581|selenium
C0037138|simethicone
C0875947|sodium ferric gluconate complex
C0770578|sodium phosphate, monobasic
C0919292|strontium-89 chloride
C0038679|sulfadoxine
C4317559|telotristat ethyl
C0039600|testolactone
C3856267|TETRAFERRIC TRICITRATE DECAHYDRATE
C1366036|tetrofosmin
C0770555|thyroid, porcine
C3651270|Tilmanocept
C4056441|tipiracil
C0879399|tositumomab
C0040934|Trichophyton mentagrophytes
C0034131|purified protein derivative of tuberculin
C0077524|turmeric extract
C0795674|valerian root extract
C1705480|vasopressin (USP)
C4291328|Vibrio cholerae CVD 103-HGR strain live antigen
C0042866|vitamin D
C0795677|von Willebrand factor, human
C0081408|zileuton
C0023972|lomustine
C4053695|margetuximab
C0056739|cyclobutyrol
C0012054|Bucladesine
C0851342|magnesium silicate
C0164613|interferon alfacon-1
C3540769|various other intestinal adsorbents in ATC
C0603520|mebutizide
C0116294|epanolol
C0002436|amdinocillin pivoxil
C3652464|technetium (99mTc) ethylenedicysteine
