PostingID|Sponsor|StudyTitle|Disorder|Phase|LinkToSponsorStudyRegistry|LinkToClinicalTrials|drug_cui|drug_names
1882|GSK|A 12-week, double-blind, placebo-controlled, parallel group study to assess the efficacy and safety of intermittent dosing of ropinirole in patients with Restless Legs Syndrome (RLS)|Restless Legs Syndrome|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=100310|http://clinicaltrials.gov/show/NCT00225862|[C0244821]|[ropinirole]
1883|GSK|An open-label, randomised, two part study to investigate the relative bioavailability of Ropinirole new and standard, marketed formulations and the effect of food on the pharmacokinetics of Ropinirole new formulation in early stage Parkinson’s disease subjects|Restless Legs Syndrome|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=101468/164|nan|[C0244821]|[ropinirole]
1884|GSK|An open-label, up-titration study to assess the dose proportionality of ropinirole controlled release (CR) and to demonstrate the bioequivalence of ropinirole CR (1 x 8 mg) compared to the ropinirole CR (4 x 2 mg) in Parkinson's Disease patients not receiving other dopaminergic therapies.|Parkinson Disease|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=101468/165|nan|[C0244821]|[ropinirole]
1885|GSK|A Phase II, randomised, double-blind, active-controlled, dose-escalation study to determine the maximum well-tolerated starting dose of a new formulation of ropinirole in Parkinson's Disease patients not receiving other dopaminergic therapies|Parkinson Disease|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=101468/166|nan|[C0244821]|[ropinirole]
1886|GSK|A Randomised, Double Blind, Three Period, Cross-Over Study of Ropinirole CR and Ropinirole IR Monotherapy|Parkinson Disease|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=101468/168|nan|[C0244821]|[ropinirole]
1887|GSK|A Phase III, Randomised, Double-blind, Placebo-controlled, Parallel Group Study of Six Months Treatment with Ropinirole CR as Adjunctive Therapy in Patients with Parkinson's Disease who are not Optimally Controlled on L-dopa|Parkinson Disease|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=101468/169|http://clinicaltrials.gov/show/NCT00381472|[C0244821]|[ropinirole]
1888|GSK|A Study of the Maintained Efficacy and Safety of Ropinirole Versus Placebo in the Long Term Treatment of Restless Legs Syndrome (RLS)|Restless Legs Syndrome|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=101468/188|nan|[C0244821]|[ropinirole]
1889|GSK|A 12 Week, Double-Blind, Placebo-Controlled, Parallel Group Study to Assess the Efficacy and Safety of Ropinirole in Patients Suffering from Restless Legs Syndrome (RLS).|Restless Legs Syndrome|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=101468/190|nan|[C0244821]|[ropinirole]
1890|GSK|A 12 Week, Double-Blind, Placebo-Controlled, Parallel Group Study to Assess the Efficacy, Safety and Tolerability of Ropinirole in Subjects with Restless Legs Syndrome (RLS) Suffering from Periodic Leg Movements of Sleep (PLMS)|Restless Legs Syndrome|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=101468/191|nan|[C0244821]|[ropinirole]
1891|GSK|A 52 Week Open-Label Extension Study of the Long-Term Safety of Ropinirole in Subjects Suffering from Restless Legs Syndrome (RLS)|Restless Legs Syndrome|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=101468/192|nan|[C0244821]|[ropinirole]
1892|GSK|A 12 Week, Double-Blind, Placebo-Controlled, Parallel Group Study to Assess the Efficacy and Safety of Ropinirole in Patients Suffering from Restless Legs Syndrome (RLS).|Restless Legs Syndrome|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=101468/194|nan|[C0244821]|[ropinirole]
1893|GSK|101468/196: A Long-Term, Open-Label Continuation Study of Once Daily Administration of Ropinirole CR Tablets to Patients with Parkinson's Disease who Completed the Previous Ropinirole CR Studies 167 or 164|Parkinson Disease|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=101468/196|http://clinicaltrials.gov/show/NCT00650104|[C0244821]|[ropinirole]
1894|GSK|An open study to compare the PK and tolerability of ropinirole administered as 5 different new formulations with the standard, marketed formulation in healthy volunteers|Restless Legs Syndrome|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=101468/197|nan|[C0244821]|[ropinirole]
1895|GSK|An open, randomised, crossover, healthy volunteer study to compare the PK and tolerability of ropinirole as 3 different new formulations with the standard marketed formulation and to study the effects of a high fat meal on a new formulation|Restless Legs Syndrome|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=101468/198|nan|[C0244821]|[ropinirole]
1896|GSK|An open label study conducted in healthy volunteers to characterize the pharmacokinetics of a new unmarketed formulation of ropinirole|Restless Legs Syndrome|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=101468/199|nan|[C0244821]|[ropinirole]
1897|GSK|A Single Blind, Parallel Group, Up-titration, Phase 1 Study in Healthy Volunteers to Determine a Starting Dose and Select an Up-titration Regimen for a new Formulation of Ropinirole|Restless Legs Syndrome|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=101468/201|nan|[C0244821]|[ropinirole]
1898|GSK|A 12-Week, Randomized, Double-Blind, Parallel Group, Multicentre Study to Assess the Tolerability and Clinical Benefits of Ropinirole Extended Release (XR) Tablets Compared with Ropinirole Immediate Release (IR) Tablets in Subjects with Restless Legs Syndrome (RLS)|Restless Legs Syndrome|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=101468/204|http://clinicaltrials.gov/show/NCT00314860|[C0244821]|[ropinirole]
1899|GSK|A 12-Week, Double-Blind, Placebo Controlled, Parallel Group Study to Assess the Efficacy and Safety of Ropinirole XR (Extended Release) in Patients with Restless Legs Syndrome|Restless Legs Syndrome|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=101468/205|http://clinicaltrials.gov/show/NCT00197080|[C0244821]|[ropinirole]
1900|GSK|A 52-Week, Open-Label Study to Assess the Long-Term Safety of Ropinirole Extended Release (XR) in Patients with Restless Legs Syndrome (RLS)|Restless Legs Syndrome|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=101468/206|http://clinicaltrials.gov/show/NCT00355641|[C0244821]|[ropinirole]
1901|GSK|A double-blind, randomized, placebo-controlled, parallel-group study to investigate the tolerability of a dose-escalating regimen of ropinirole in patients suffering from Restless Legs Syndrome (RLS).|Restless Legs Syndrome|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=101468/207|nan|[C0244821]|[ropinirole]
1902|GSK|A Single-Blind, Randomised, Placebo-Controlled, Parallel-Group, Multicentre, Phase IIa Study to Determine the Pharmacokinetics and Tolerability of Ropinirole in Patients Suffering from Restless Legs Syndrome (RLS)|Restless Legs Syndrome|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=101468/218|nan|[C0244821]|[ropinirole]
1903|GSK|An open label, randomised, five-way crossover single-dose pharmacokinetic study to assess dosage strength equivalence of ropinirole CR in healthy male and female volunteers|Parkinson Disease|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=101468/219|nan|[C0244821]|[ropinirole]
1904|GSK|A two year Phase IIIb randomised, multicenter, double-blind, SINEMET controlled, parallel group, flexible dose study, to assess the effectiveness of controlled release ropinirole add-on therapy to L-dopa at increasing the time to onset of dyskinesia in Parkinson's disease subjects.|Parkinson Disease|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=101468/228|http://clinicaltrials.gov/show/NCT00363727|[C0244821]|[ropinirole]
1905|GSK|A 52 Week Open-Label Extension Study of the Long-Term Safety of Ropinirole in Subjects Suffering from Restless Legs Syndrome (RLS)|Restless Legs Syndrome|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=101468/243|nan|[C0244821]|[ropinirole]
1906|GSK|A 12-Week, Double-Blind, Placebo Controlled, Parallel Group Study to Assess the Efficacy and Safety of Ropinirole in Patients Suffering from Restless Legs Syndrome (RLS)|Restless Legs Syndrome|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=101468/249|http://clinicaltrials.gov/show/NCT00363857|[C0244821]|[ropinirole]
1907|GSK|An open label, single dose, dose rising, multi-centre study to assess the tolerability and pharmacokinetics of Ropinirole Immediate Release in adolescent patients with RLS.|Restless Legs Syndrome|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=101468/253|http://clinicaltrials.gov/show/NCT00140712|[C0244821]|[ropinirole]
1908|GSK|A study to evaluate the effect of repeated oral doses of ropinirole on cardiac conduction as assessed by 12-lead electrocardiogram compared to placebo and single oral doses of moxifloxacin (Bayer) as a positive control.|Restless Legs Syndrome|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=101468/902|nan|[C0244821]|[ropinirole]
1910|GSK|A randomised, double blind, placebo-controlled, parallel group study to investigate the safety and efficacy of controlled-release ropinirole (CR) (1-24 mg) administered once daily for 12 weeks in subjects with fibromyalgia|Fibromyalgia Syndrome, Primary|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=ROF102100|http://clinicaltrials.gov/show/NCT00256893|[C0244821]|[ropinirole]
1911|GSK|A parallel group study to evaluate the efficacy and safety of ropinirole for 26 weeks and to further evaluate the incidence of augmentation and rebound for a further 40 weeks open-label extension treatment period in subjects suffering from moderate to severe Restless Legs Syndrome.|Restless Legs Syndrome|Phase 4|https://www.gsk-studyregister.com/en/trial-details/?id=ROR104836|http://clinicaltrials.gov/show/NCT00329602|[C0244821]|[ropinirole]
1912|GSK|An Open-Label, Parallel-Group, Repeat-Dose Study to Investigate the Effects of End Stage Renal Disease and Haemodialysis on the Pharmacokinetics of Ropinirole (Study RRL103628)|Restless Legs Syndrome|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=RRL103628|http://clinicaltrials.gov/show/NCT00422994|[C0244821]|[ropinirole]
1913|GSK|A 12-Week, Multi-Center, Double-Blind, Placebo-Controlled, Parallel Group, Flexible Dose Polysomnography Study of Ropinirole Controlled Release for Restless Legs Syndrome (RLS) in RLS Patients with Sleep Disturbance and Periodic Limb Movements (PLM) During Sleep|Restless Legs Syndrome|Phase 4|https://www.gsk-studyregister.com/en/trial-details/?id=RRL103660|http://clinicaltrials.gov/show/NCT00373542|[C0244821]|[ropinirole]
1914|GSK|A Multicentre, Open-Label Extension Study to Assess the Long-Term Safety, Tolerability and Efficacy of Rosiglitazone When Administered to Patients With Type 2 Diabetes Mellitus.|Diabetes Mellitus, Type 2|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=49653/009|nan|[C0289313]|[rosiglitazone]
1915|GSK|A 26 Week Randomised, Double-Blind, Multicentre Study to Investigate the Effects of Rosiglitazone on Insulin Requirements in Insulin-Treated Type 2 Diabetic Patients|Diabetes Mellitus, Type 2|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=49653/085|nan|[C0289313]|[rosiglitazone]
1916|GSK|A 3-Year Open-Label, Multicenter, Active (Glyburide) Comparison Study, to Evaluate the Effect of BRL49653C 8mg once daily on Cardiovascular Function in Patients with Non-Insulin Dependent Diabetes Mellitus (NIDDM)|Diabetes Mellitus, Type 2|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=49653/097|nan|[C0289313]|[rosiglitazone]
1917|GSK|An Open-Label Extension Study to Assess the Long-Term Safety, Tolerability and Efficacy of Rosiglitazone When Administered Once or Twice Daily in Combination with Glyburide to Patients with Non-Insulin Dependent Diabetes Mellitus (NIDDM)|Diabetes Mellitus, Type 2|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=49653/112|nan|[C0289313]|[rosiglitazone]
1918|GSK|An Open-Label Extension Study to Assess the Long-Term Safety, Tolerability and Efficacy of Rosiglitazone When Administered Once or Twice Daily in Combination with Insulin to Patients with Type 2 Diabetes|Diabetes Mellitus, Type 2|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=49653/114|nan|[C0289313]|[rosiglitazone]
1919|GSK|A Double-blind, Placebo-controlled, Parallel-group Study to Determine the Effect of BRL- 49653C Rosiglitazone, on Fat Distribution When Administered for 26 Weeks to Subjects With Impaired Glucose Tolerance (IGT)|Diabetes Mellitus, Type 2|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=49653/131|nan|[C0289313]|[rosiglitazone]
1920|GSK|A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Single-Attack Study to Evaluate the Onset of Efficacy of a New Formulation of Sumatriptan Tablets 50mg and 100mg in the Acute Treatment of Migraine|Migraine Disorders|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=SUM30047|nan|[C0075632]|[sumatriptan]
1921|GSK|A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Single-Attack Study to Evaluate the Onset of Efficacy of a New Formulation of Sumatriptan Tablets 50mg and 100mg in the Acute Treatment of Migraine (EU study).|Migraine Disorders|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=SUM30053|nan|[C0075632]|[sumatriptan]
1922|GSK|A randomized double-blind placebo-controlled crossover dose escalation study to examine the safety tolerability pharmacodynamics and pharmacokinetics of inhaled doses of GSK233719 in healthy normal volunteers (single and repeat dosing) and in healthy CYP2D6 poor metaboliser volunteers (single or repeat dosing).|Pulmonary Disease, Chronic Obstructive|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=105209|nan|[C3709474]|[umeclidinium bromide]
1923|GSK|A single-centre, open-label, sequential, cross-over study to examine the safety, tolerability and pharmacokinetics of 3 ascending single intravenous doses, a single 1000μg oral dose and a single 1000μg inhaled dose of GSK573719 in healthy male volunteers.|Pulmonary Disease, Chronic Obstructive|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=112008|http://clinicaltrials.gov/show/NCT01110018|[C3709474]|[umeclidinium bromide]
1924|GSK|An open-label, two period study to determine the excretion balance and pharmacokinetics of 14C-GSK573719, administered as single dose of an oral solution and an intravenous infusion, to healthy male adults|Pulmonary Disease, Chronic Obstructive|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=112014|http://clinicaltrials.gov/show/NCT01362257|[C3709474]|[umeclidinium bromide]
1925|GSK|A randomised, double-blind, placebo-controlled, dose ascending, 2-cohort, parallel group study to examine the safety, tolerability and pharmacokinetics of once-daily inhaled doses of GSK573719 formulated with the excipient Magnesium Stearatein COPD subjects for 7 days|Pulmonary Disease, Chronic Obstructive|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=105211|http://clinicaltrials.gov/show/NCT00732472|[C3709474]|[umeclidinium bromide]
1926|GSK|A single-centre, randomised, double-blind, placebo-controlled, dose-ascending, 3-cohort parallel-group study to evaluate the safety, tolerability, pharmacodynamics and pharmacokinetics of GSK573719 administered as singledoses (750 μg and 1000 μg) and repeat doses over 14 days (250 μg–1000 μg once-daily) of GSK573719 in healthy male and female subjects.|Pulmonary Disease, Chronic Obstructive|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=AC4106889|http://clinicaltrials.gov/show/NCT00475436|[C3709474]|[umeclidinium bromide]
